0.03939  	0.01924  	-0.2575  	-0.6143  	-0.4029  	-0.4228  	0.20387  	0.07363  	0.24901  	0.46096  	0.13670  	0.51741  	0.20907  	-0.3489  	-0.9201  	0.67872  	0.12216  	0.27218  	0.33206  	0.51778  	-0.0401  	0.23480  	-0.4570  	0.08495  	0.13071  	-0.1100  	-0.2489  	-0.2513  	-0.3108  	0.09940  	0.17932  	0.17344  	0.18905  	-0.1097  	0.20766  	0.10861  	0.05157  	0.00337  	-0.4080  	0.22246  	0.41902  	0.07916  	-0.0339  	0.38536  	0.05727  	-0.0613  	0.02006  	0.06223  	0.05730  	-0.1263  	-0.0083  	-0.0379  	-0.0283  	0.00631  	-0.0476  	-0.0334  	-0.0020  	0.00164  	-0.0363  	0.00048  	-0.0129  	-0.0210  	0.06654  	-0.0051  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
-0.0652  	-0.0620  	-0.3178  	-0.6676  	-0.3956  	-0.5045  	0.22433  	0.00868  	0.20126  	0.52765  	0.08152  	0.49821  	0.18649  	-0.4909  	-1.0257  	0.67488  	0.07467  	0.29596  	0.33035  	0.55628  	-0.1998  	0.28248  	-0.5638  	0.07831  	0.26917  	-0.1252  	-0.2036  	-0.1498  	-0.1897  	0.13232  	0.17377  	0.16586  	0.12227  	-0.1081  	0.15210  	0.20433  	-0.0153  	-0.0066  	-0.3714  	0.23098  	0.42716  	0.08448  	-0.0328  	0.39407  	0.06284  	-0.0735  	0.00883  	0.06446  	0.06808  	-0.1319  	-0.0022  	-0.0412  	-0.0212  	0.00826  	-0.0416  	-0.0428  	0.00993  	0.00698  	-0.0304  	0.00537  	-0.0202  	-0.0288  	0.07633  	0.00370  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
-0.1389  	-0.0805  	-0.4107  	-0.6529  	-0.4256  	-0.5163  	0.19476  	-0.0142  	0.17964  	0.42483  	0.09975  	0.48786  	0.12941  	-0.5027  	-0.9767  	0.65368  	0.11939  	0.24276  	0.36603  	0.53366  	-0.1069  	0.27009  	-0.5460  	0.19922  	0.27876  	-0.1142  	-0.1148  	-0.2495  	-0.2534  	0.13400  	0.13415  	0.21064  	0.11436  	-0.1243  	0.20227  	0.22074  	0.07463  	0.00088  	-0.4222  	0.23140  	0.39276  	0.07971  	-0.0516  	0.40307  	0.05854  	-0.0662  	0.00838  	0.05952  	0.05672  	-0.1335  	-0.0107  	-0.0417  	-0.0262  	0.00550  	-0.0495  	-0.0340  	0.00667  	0.00162  	-0.0296  	0.01515  	-0.0209  	-0.0429  	0.05830  	-0.0053  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
0.16668  	0.04339  	-0.2814  	-0.4018  	-0.1708  	-0.4600  	0.20057  	0.05218  	0.15807  	0.40052  	-0.1140  	0.55268  	0.28401  	-0.1522  	-0.3988  	0.52523  	0.10688  	0.17747  	0.35621  	0.41633  	0.03744  	0.32459  	-0.5447  	0.21422  	0.17427  	-0.1152  	-0.0336  	-0.3876  	-0.3297  	0.13519  	0.16517  	0.19682  	0.14905  	-0.1143  	0.32196  	0.08987  	0.11782  	0.01061  	-0.4555  	0.27200  	0.39085  	0.09972  	-0.0517  	0.40061  	0.05399  	-0.0513  	0.00650  	0.06535  	0.06345  	-0.1225  	-0.0150  	-0.0381  	-0.0338  	0.00209  	-0.0604  	-0.0255  	-0.0145  	-0.0027  	-0.0310  	0.00725  	-0.0116  	-0.0255  	0.02695  	-0.0232  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
0.37610  	0.07697  	-0.1312  	-0.1880  	-0.2036  	-0.2271  	0.28091  	0.12450  	0.23359  	0.44136  	-0.3920  	0.46758  	0.44441  	0.10124  	-0.2313  	0.40017  	0.08079  	0.13518  	0.30553  	0.37247  	-0.0964  	0.41067  	-0.4162  	0.12815  	0.23426  	-0.1630  	-0.0839  	-0.4626  	-0.2130  	0.21251  	0.16673  	0.13622  	0.14268  	-0.1139  	0.25301  	0.06251  	0.03865  	-0.0137  	-0.3487  	0.27476  	0.35860  	0.09343  	-0.0269  	0.42094  	0.05097  	-0.0602  	-0.0088  	0.09272  	0.07650  	-0.1382  	-0.0141  	-0.0398  	-0.0346  	0.00153  	-0.0463  	-0.0176  	-0.0107  	-0.0062  	-0.0428  	0.00810  	-0.0114  	-0.0085  	0.04601  	-0.0130  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
0.43354  	0.12730  	-0.0733  	-0.2901  	-0.2316  	-0.2748  	0.29055  	0.13323  	0.26290  	0.44073  	-0.3922  	0.31839  	0.46445  	0.07440  	-0.3311  	0.44295  	0.13183  	0.09224  	0.31521  	0.27434  	-0.1194  	0.47030  	-0.3985  	0.12318  	0.34251  	-0.1491  	-0.0072  	-0.4643  	-0.1513  	0.26312  	0.18582  	0.15871  	0.11875  	-0.0919  	0.17395  	0.09048  	-0.0017  	-0.0075  	-0.3265  	0.25876  	0.40695  	0.09072  	-0.0057  	0.40542  	0.03082  	-0.0703  	-0.0084  	0.10910  	0.09063  	-0.1337  	-0.0189  	-0.0359  	-0.0212  	0.01597  	-0.0440  	-0.0258  	-0.0155  	-0.0075  	-0.0411  	0.01375  	-0.0135  	-0.0137  	0.05197  	-0.0171  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
0.24025  	0.08126  	-0.1608  	-0.3611  	-0.2699  	-0.4305  	0.26234  	0.10756  	0.21217  	0.48414  	-0.2196  	0.40176  	0.35140  	-0.0737  	-0.4090  	0.46253  	0.17966  	0.10037  	0.34401  	0.36340  	-0.0168  	0.39992  	-0.4235  	0.15895  	0.44220  	-0.1697  	0.10577  	-0.4557  	-0.2363  	0.22406  	0.15494  	0.16989  	0.09327  	-0.1261  	0.27368  	0.09129  	0.09027  	-0.0116  	-0.3696  	0.27675  	0.34235  	0.10457  	-0.0377  	0.41017  	0.06385  	-0.0784  	-0.0057  	0.08714  	0.08517  	-0.1280  	-0.0110  	-0.0411  	-0.0289  	0.01126  	-0.0439  	-0.0229  	-0.0004  	-0.0034  	-0.0363  	0.01579  	-0.0153  	-0.0154  	0.06509  	-0.0139  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
0.05961  	-0.0665  	-0.3246  	-0.1426  	-0.1764  	-0.3479  	0.20806  	0.06109  	0.25636  	0.38588  	-0.1919  	0.62457  	0.27532  	-0.1505  	-0.3484  	0.59044  	0.14684  	0.13467  	0.40053  	0.44028  	-0.0808  	0.38814  	-0.4338  	0.21568  	0.24632  	-0.1322  	-0.0279  	-0.4075  	-0.3159  	0.18458  	0.16276  	0.19027  	0.12110  	-0.0922  	0.28676  	0.00940  	0.09165  	0.02080  	-0.4217  	0.26686  	0.33373  	0.09285  	-0.0939  	0.42478  	0.05192  	-0.0718  	-0.0055  	0.03864  	0.05146  	-0.1287  	-0.0083  	-0.0474  	-0.0247  	0.01573  	-0.0472  	-0.0227  	-0.0002  	0.00350  	-0.0332  	0.01731  	-0.0172  	-0.0065  	0.04395  	-0.0084  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
0.32490  	0.10375  	-0.1704  	-0.2359  	-0.1611  	-0.2114  	0.22555  	0.18929  	0.22764  	0.28549  	-0.2656  	0.51805  	0.34633  	-0.0320  	-0.2861  	0.54099  	0.15689  	0.10188  	0.35932  	0.41035  	0.05624  	0.36781  	-0.4231  	0.2127  	0.19237  	-0.1596  	0.02626  	-0.4477  	-0.3356  	0.19246  	0.11768  	0.19658  	0.14731  	-0.1231  	0.31747  	0.04862  	0.09844  	0.02750  	-0.4039  	0.27056  	0.31012  	0.09353  	-0.0360  	0.40398  	0.06235  	-0.0574  	-0.0032  	0.08475  	0.08708  	-0.1439  	-0.0158  	-0.0373  	-0.0281  	0.00669  	-0.0464  	-0.0194  	-0.0048  	-0.0098  	-0.0337  	0.01354  	-0.0062  	-0.0227  	0.05800  	-0.0080  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
0.38335  	0.09630  	-0.0698  	-0.5341  	-0.3329  	-0.3667  	0.23260  	0.24866  	0.28634  	0.36714  	-0.1528  	0.43363  	0.37423  	-0.0580  	-0.5380  	0.59829  	0.12997  	0.19917  	0.35787  	0.37403  	0.05386  	0.32606  	-0.4068  	0.07232  	0.24219  	-0.1641  	-0.0720  	-0.4591  	-0.2767  	0.16228  	0.19352  	0.18324  	0.18273  	-0.1104  	0.24920  	0.05004  	0.11522  	0.03646  	-0.3892  	0.22114  	0.37620  	0.06276  	-0.0187  	0.39127  	0.03837  	-0.0620  	-0.0023  	0.09168  	0.08263  	-0.1380  	-0.0310  	-0.0367  	-0.0293  	0.00779  	-0.0439  	-0.0199  	-0.0167  	-1.7017  	-0.0373  	0.01771  	-0.0100  	-0.0117  	0.06304  	-0.0176  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
0.19244  	0.10885  	-0.1541  	-0.5446  	-0.3325  	-0.3653  	0.26963  	0.19905  	0.26846  	0.43681  	-0.1306  	0.42636  	0.40821  	0.16213  	-0.5506  	0.50408  	0.09788  	0.12071  	0.34599  	0.43828  	0.02582  	0.41480  	-0.5204  	0.19334  	0.28673  	-0.1690  	-0.0888  	-0.4548  	-0.2808  	0.13939  	0.19456  	0.13907  	0.20186  	-0.1395  	0.30044  	0.03473  	0.12358  	-0.0294  	-0.4316  	0.28674  	0.37815  	0.09961  	-0.0706  	0.40090  	0.05208  	-0.0537  	0.00379  	0.06499  	0.06068  	-0.1248  	-0.0085  	-0.0353  	-0.0335  	0.00439  	-0.0629  	-0.0315  	-0.0099  	0.00016  	-0.0274  	0.02422  	-0.0153  	0.00133  	0.06572  	-0.0100  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
-0.4249  	-0.1147  	-0.5534  	-0.6765  	-0.4403  	-0.6829  	0.20340  	0.06168  	0.20283  	0.47239  	0.21045  	0.64760  	0.19130  	-0.2721  	-0.7993  	0.43323  	0.07512  	0.21345  	0.34546  	0.57905  	-0.0151  	0.28476  	-0.4681  	0.17840  	0.09787  	-0.1035  	-0.2592  	-0.3128  	-0.2883  	0.09879  	0.21991  	0.12494  	0.17288  	-0.1225  	0.17106  	0.07175  	0.04749  	-0.0089  	-0.4002  	0.22850  	0.36769  	0.08235  	-0.0973  	0.37345  	0.06902  	-0.0676  	0.02873  	0.03785  	0.04723  	-0.1169  	-0.0289  	-0.0393  	-0.0339  	0.01031  	-0.0707  	-0.0519  	0.01355  	0.00098  	-0.0305  	0.01126  	-0.0130  	-0.0138  	0.04914  	-0.0094  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
-0.6944  	-0.1662  	-0.5852  	-1.0863  	-0.4810  	-0.9163  	0.16904  	0.04037  	0.17838  	0.60475  	0.37470  	0.47038  	0.13356  	-0.4998  	-1.1528  	0.34976  	0.07275  	0.23155  	0.35315  	0.48615  	-0.0023  	0.24172  	-0.3610  	0.11641  	0.03779  	-0.0871  	-0.2430  	-0.3416  	-0.2409  	0.08769  	0.21813  	0.10010  	0.14497  	-0.1137  	0.12026  	0.07316  	0.06474  	-0.0064  	-0.3599  	0.21237  	0.42951  	0.08329  	-0.0916  	0.37930  	0.07648  	-0.0637  	0.00020  	0.02031  	0.04351  	-0.1244  	-0.0259  	-0.0368  	-0.0362  	0.01120  	-0.0514  	-0.0427  	-0.0131  	0.00241  	-0.0314  	0.00491  	-0.0153  	0.00068  	0.05035  	-0.0095  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
-0.5846  	-0.1004  	-0.5302  	-1.1902  	-0.6329  	-0.9035  	0.14775  	0.03111  	0.14909  	0.61608  	0.30664  	0.37111  	0.14285  	-0.4481  	-1.1690  	0.32295  	0.13743  	0.21168  	0.38224  	0.45123  	-0.0466  	0.29016  	-0.3412  	0.09727  	0.14718  	-0.0790  	-0.2163  	-0.3255  	-0.1882  	0.10762  	0.21615  	0.10893  	0.11735  	-0.1134  	0.06765  	0.12427  	0.04245  	-0.0026  	-0.3365  	0.23786  	0.44622  	0.07431  	-0.0721  	0.38469  	0.05937  	-0.0649  	0.01356  	0.04322  	0.05070  	-0.1273  	-0.0288  	-0.0442  	-0.0340  	0.01123  	-0.0478  	-0.0422  	-0.0089  	0.00372  	-0.0308  	0.00880  	-0.0120  	-0.0130  	0.06204  	-0.0047  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
-0.4345  	-0.0948  	-0.4364  	-1.1670  	-0.7017  	-0.7819  	0.16653  	0.00508  	0.17944  	0.55633  	0.15762  	0.32596  	0.14060  	-0.5792  	-1.0919  	0.39482  	0.15363  	0.24860  	0.40787  	0.45549  	-0.0570  	0.28666  	-0.3385  	0.05584  	0.20806  	-0.1151  	-0.1526  	-0.3206  	-0.2544  	0.11717  	0.23148  	0.14015  	0.11050  	-0.1194  	0.02022  	0.12493  	0.05784  	0.00906  	-0.3702  	0.23126  	0.47910  	0.04236  	-0.0166  	0.41621  	0.07353  	-0.0711  	0.00350  	0.03450  	0.04224  	-0.1200  	-0.0194  	-0.0390  	-0.0335  	0.01071  	-0.0516  	-0.0438  	-0.0030  	0.00185  	-0.0334  	0.01181  	-0.0126  	-0.0156  	0.06467  	-0.0037  	0.16251  	-0.0207  	0.01100  	0.00965  	-0.0075  	0.52757  	
